Id,Name,PersonId,LastName,FirstName,Department,RankName,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalGrantDollars,TotalAwardCount,TotalCitationCount,TotalBookCount
9430,"SCHNEIDER, BEN ROSS",289264,,,Political Science,Professor,23,0,0,0.0,1,480,24
6715,"SINGER, DAVID",85582,,,Political Science,Professor,16,0,0,0.0,1,401,4
9450,"STEWART, CHARLES H",305129,,,Political Science,Professor,48,0,8,0.0,5,334,19
2300,"THELEN, KATHLEEN",289504,,,Political Science,Professor,26,0,0,0.0,8,1229,29
24015,"TIRMAN, JOHN",1108062,,,Political Science,Other,2,0,1,0.0,0,3,21
2450,"BEN-JOSEPH, ERAN",8272,,,Urban Studies and Planning,Professor,21,0,1,0.0,0,580,9
10280,"CAROLINI, GABRIELLA",544594,,,Urban Studies and Planning,Associate,10,0,0,0.0,0,132,4
23925,"DUARTE DE ARAUJO SILVA, FABIO",1108314,,,Urban Studies and Planning,Other,63,9,0,0.0,0,358,10
5005,"FRENCHMAN, DENNIS M",36532,,,Urban Studies and Planning,Professor,2,0,0,0.0,0,460,3
4025,"GELTNER, DAVID M",43440,,,Urban Studies and Planning,Professor,52,1,0,0.0,2,540,10
9290,"GLASMEIER, AMY K",287825,,,Urban Studies and Planning,Professor,49,0,2,0.0,2,523,12
3080,"JAMES, ERICA C",395008,,,Urban Studies and Planning,Associate,33,0,0,0.0,1,706,8
6450,"POLENSKE, KAREN R",77036,,,Urban Studies and Planning,Other,17,1,7,0.0,3,616,15
9685,"RYAN, BRENT",412290,,,Urban Studies and Planning,Associate,26,0,1,0.0,0,150,10
10285,"SAIZ, ALBERT",544595,,,Urban Studies and Planning,Associate,43,0,0,0.0,2,2610,6
23860,"SANTI, PAOLO",1108315,,,Urban Studies and Planning,Other,69,56,0,0.0,2,3105,2
8440,"SUSSKIND, LAWRENCE E",168083,,,Urban Studies and Planning,Professor,43,1,9,0.0,2,460,57
7170,"THOMPSON, J PHILLIP",289529,,,Urban Studies and Planning,Associate,15,0,0,0.0,1,86,12
7390,"VALE, LAWRENCE",110700,,,Urban Studies and Planning,Professor,20,0,0,0.0,6,226,34
2445,"ZEGRAS, PERICLES C",130791,,,Urban Studies and Planning,Professor,53,9,0,0.0,0,610,4
15245,"ZHENG, SIQI",827702,,,Urban Studies and Planning,Associate,80,5,0,0.0,1,1649,18
1860,"GROSSMAN, JEFFREY C",412313,,,Materials Science and Engineering,Professor,226,4,11,0.0,2,12962,0
23690,"VEERAMACHANENI, KALYAN",940604,,,Electrical Engineering and Computer Sciences,Other,13,62,1,0.0,0,793,4
1395,"HALL, STEVEN R",44050,,,,,17,9,6,0.0,0,475,0
14635,"LAGACE, PAUL A",151866,,,,,5,1,4,0.0,2,50,0
2765,"CONSTANTINE-PATON, MARTHA",22327,,,,,37,0,11,0.0,5,3486,1
2060,"FINK, YOEL",37997,,,Materials Science and Engineering,Professor,92,34,16,0.0,1,3349,2
2255,"ORTIZ, CHRISTINE",159170,,,Materials Science and Engineering,Professor,91,4,10,0.0,2,4283,0
3250,"RUBNER, MICHAEL F",163412,,,Materials Science and Engineering,Other,97,1,16,0.0,1,9364,1
1300,"THOMPSON, CARL VERNETTE",305114,,,Materials Science and Engineering,Professor,153,17,9,0.0,2,6827,1
3750,"KIRCHAIN, RANDOLPH E",96037,,,Materials Science and Engineering,Other,88,42,3,0.0,0,2408,12
8620,"BREWER, JUDITH A",1108049,,,Electrical Engineering and Computer Sciences,Other,1,7,3,0.0,0,213,0
15150,"BRODERICK, TAMARA",789751,,,Electrical Engineering and Computer Sciences,Associate,17,2,10,0.0,6,228,0
3200,"CLARK, DAVID D",779066,,,Electrical Engineering and Computer Sciences,Other,25,3,34,0.0,4,414,1
7770,"DASKALAKIS, KONSTANTINOS",370152,,,Electrical Engineering and Computer Sciences,Professor,27,67,6,0.0,10,1611,7
5570,"GOLLAND, POLINA",144262,,,Electrical Engineering and Computer Sciences,Professor,70,87,27,0.0,2,7214,19
15350,"JAFFE, JEFFREY",1108079,,,,,1,0,0,0.0,0,1,0
8605,"SOLLINS, KAREN R",1108086,,,Electrical Engineering and Computer Sciences,Other,5,9,12,0.0,2,421,0
5255,"STULTZ, COLLIN M",289449,,,Electrical Engineering and Computer Sciences,Professor,71,4,2,0.0,2,1606,1
1120,"SUSSMAN, GERALD J",168086,,,Electrical Engineering and Computer Sciences,Professor,6,3,8,0.0,8,243,5
4830,"TEDRAKE, RUSSELL L",168635,,,Electrical Engineering and Computer Sciences,Professor,29,100,20,0.0,8,4321,11
4340,"VAIKUNTANATHAN, VINOD",627140,,,Electrical Engineering and Computer Sciences,Associate,17,91,7,0.0,3,7194,24
6880,"MARK, ROGER G",154841,,,Institute for Medical Engineering and Science (IMES),Professor,50,43,27,0.0,4,3453,4
8040,"GEHRKE, LEE",176238,,,Institute for Medical Engineering and Science (IMES),Professor,43,0,13,0.0,1,2217,0
23650,"LIAU, JANE-JANE CHEN",287298,,,Institute for Medical Engineering and Science (IMES),Other,187,8,13,0.0,0,7751,2
5330,"ERICKSON, PHILIP J",432437,,,Physics,Other,92,19,15,0.0,0,1804,4
23625,"ARTZI, NATALIE",630568,,,,,61,0,1,0.0,0,1670,0
23640,"BALCELLS-CAMPS, MERCEDES",919213,,,Institute for Medical Engineering and Science (IMES),Other,34,0,0,0.0,0,961,0
6875,"HELDT, THOMAS",627137,,,Electrical Engineering and Computer Sciences,Associate,44,35,4,0.0,1,854,4
5605,"FU, LIANG",544555,,,Physics,Associate,190,7,3,0.0,7,22724,0
4045,"FORD, PETER GERALD",287719,,,,,19,5,12,0.0,0,421,0
10190,"FREBEL, ANNA L",544554,,,Physics,Associate,138,26,10,0.0,5,6216,7
7370,"HEILMANN, RALF K",432446,,,,,34,61,1,0.0,0,723,0
21350,"LI, LI EN",836694,,,,,988,22,0,0.0,0,19525,0
23760,"ROOZBEHANI, MARDAVIJ",939629,,,Electrical Engineering and Computer Sciences,Other,18,42,0,0.0,0,637,2
1805,"GRADECAK, SILVIJA",144588,,,Materials Science and Engineering,Professor,104,11,2,0.0,1,5825,1
6360,"HASELL, DOUGLAS K",287927,,,,,15,2,1,0.0,0,291,0
6750,"THALER, JESSE",412287,,,Physics,Associate,120,4,5,0.0,6,4829,0
14775,"WINSLOW, LINDLEY",502057,,,Physics,Assistant,88,23,5,0.0,2,5300,0
1105,"MICHEL, JURGEN",288691,,,Materials Science and Engineering,Other,144,150,9,0.0,0,8327,2
2285,"CARTER, W CRAIG",287251,,,Materials Science and Engineering,Professor,95,2,7,0.0,5,5506,4
2235,"CHIANG, YET-MING",136907,,,Materials Science and Engineering,Professor,171,0,30,0.0,9,10726,2
14850,"CISSE, IBRAHIM I",779065,,,Physics,Associate,25,1,3,0.0,4,2323,0
6830,"EAGAR, THOMAS W",140617,,,Materials Science and Engineering,Professor,17,0,11,0.0,6,92,0
14865,"HAN, RUONAN",779077,,,Electrical Engineering and Computer Sciences,Associate,33,34,15,0.0,1,852,0
1320,"ROSS, CAROLINE A",163144,,,Materials Science and Engineering,Professor,372,28,30,0.0,4,12600,6
3725,"SADOWAY, DONALD ROBERT",101745,,,Materials Science and Engineering,Professor,64,10,24,0.0,3,2725,4
1285,"DANIEL, LUCA",138781,,,Electrical Engineering and Computer Sciences,Professor,54,69,4,0.0,0,1276,0
15275,"RUPP, JENNIFER LILIA MARGUERITE",827683,,,Electrical Engineering and Computer Sciences,Associate,127,7,1,0.0,1,3847,2
3650,"DAO, MING",432434,,,Materials Science and Engineering,Other,137,6,7,0.0,0,8774,0
22965,"ROSS, FRANCES MARY",884356,,,Materials Science and Engineering,Professor,140,7,2,0.0,8,6204,8
2225,"BIZZI, EMILIO",176350,,,,,53,5,31,0.0,3,3081,7
22980,"HAN, SONG",856143,,,Electrical Engineering and Computer Sciences,Assistant,28,36,3,0.0,4,985,0
6405,"VELASQUEZ-HELLER, LUIS FERNANDO",1108055,,,Materials Science and Engineering,Other,58,59,16,0.0,0,951,0
5690,"FISCHER, MICHAEL M. J",53492,,,Science,Professor,56,0,1,0.0,2,462,36
17960,"FONG, MING-FAI",836349,,,,,9,1,1,0.0,1,254,0
18210,"KIMCHI, EYAL YAACOV",836611,,,,,24,0,1,0.0,0,677,0
5535,"CATTO, PETER J",176521,,,,,83,1,2,0.0,1,1185,0
23805,"GRANETZ, ROBERT S",287850,,,,,102,10,1,0.0,0,2905,0
7035,"LIM, JAE S",153222,,,Electrical Engineering and Computer Sciences,Professor,24,17,6,0.0,1,777,0
14670,"LIGHT, JENNIFER S",153197,,,Science,Professor,17,2,1,0.0,2,49,12
10075,"ASHFORD, NICHOLAS A",544486,,,,,16,0,2,0.0,1,285,2
